UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,time_index,rolling_avg_temp,rolling_avg_rot_speed,rolling_avg_torque,ema_temp,ema_rot_speed,ema_torque,lag_temp,lag_rot_speed,lag_torque,temp_torque_interaction,cumsum_temp,cumsum_rot_speed,cumsum_torque,roc_temp,roc_rot_speed,roc_torque,temp_outlier,temp_squared,rot_speed_squared,torque_squared,binned_temp,binned_rot_speed,binned_torque,failure_rate,time_since_last_failure,Type_L,Type_M
5937,M20796,300.5,310.4,1548,37.3,65,0,0,0,0,0,0,5936,300.52,1507.2,41.4,300.4863209072229,1523.4943488799556,41.0785764429005,300.5,1646.0,34.5,11208.65,1782991.7999999942,9144268,237164.89999999973,0.0,-0.0595382746051033,0.0811594202898549,False,90300.25,2396304,1391.2899999999997,2,2,1,0.0,253.0,False,True
5938,M20797,300.6,310.5,1462,41.3,68,0,0,0,0,0,0,5937,300.53999999999996,1496.6,42.339999999999996,300.5242139381486,1502.9962325866372,41.152384295267,300.5,1548.0,37.3,12414.78,1783292.3999999943,9145730,237206.19999999972,0.0003327787021631945,-0.05555555555555558,0.1072386058981234,False,90360.36000000002,2137444,1705.6899999999998,2,1,2,0.0,253.0,False,True
5939,L53118,300.5,310.4,1702,33.1,71,0,0,0,0,0,0,5938,300.53999999999996,1562.4,39.480000000000004,300.5161426254324,1569.3308217244248,38.46825619684467,300.6,1462.0,41.3,9946.550000000001,1783592.8999999943,9147432,237239.29999999973,-0.00033266799733877583,0.16415868673050626,-0.198547215496368,False,90300.25,2896804,1095.6100000000001,2,3,0,0.0,253.0,True,False
5940,L53119,300.5,310.5,1409,60.9,73,0,0,0,0,0,0,5939,300.52,1553.4,41.42,300.5107617502883,1515.8872144829502,45.94550413122978,300.5,1702.0,33.1,18300.45,1783893.3999999943,9148841,237300.19999999972,0.0,-0.17215041128084607,0.8398791540785497,False,90300.25,1985281,3708.81,2,0,3,0.0,253.0,True,False
5941,M20800,300.6,310.6,1427,52.8,75,0,0,0,0,0,0,5940,300.54,1509.6,45.08,300.54050783352557,1486.2581429886336,48.23033608748652,300.5,1409.0,60.9,15871.68,1784193.9999999944,9150268,237352.9999999997,0.0003327787021631945,0.012775017743080097,-0.13300492610837444,False,90360.36000000002,2036329,2787.8399999999997,2,1,3,0.0,253.0,False,True
5942,L53121,300.6,310.7,1438,48.5,78,1,0,0,0,0,0,5941,300.56000000000006,1487.6,47.31999999999999,300.56033855568376,1470.172095325756,48.32022405832435,300.6,1427.0,52.8,14579.1,1784494.5999999945,9151706,237401.4999999997,0.0,0.007708479327259932,-0.08143939393939392,False,90360.36000000002,2067844,2352.25,2,1,3,0.0,253.0,True,False
5943,L53122,300.7,310.7,1450,43.4,80,0,0,0,0,0,0,5942,300.58000000000004,1485.2,47.739999999999995,300.60689237045585,1463.448063550504,46.680149372216235,300.6,1438.0,48.5,13050.38,1784795.2999999945,9153156,237444.8999999997,0.0003326679973385538,0.008344923504867818,-0.1051546391752578,False,90420.48999999999,2102500,1883.56,2,1,2,0.1,254.0,True,False
5944,L53123,300.7,310.7,1541,41.3,82,0,0,0,0,0,0,5943,300.62,1453.0,49.38,300.63792824697055,1489.2987090336694,44.886766248144156,300.7,1450.0,43.4,12418.909999999998,1785095.9999999944,9154697,237486.1999999997,0.0,0.0627586206896551,-0.048387096774193616,False,90420.48999999999,2374681,1705.6899999999998,2,2,2,0.1,254.0,True,False
5945,M20804,300.7,310.6,1484,38.0,84,0,0,0,0,0,0,5944,300.65999999999997,1468.0,44.8,300.6586188313137,1487.532472689113,42.591177498762775,300.7,1541.0,41.3,11426.6,1785396.6999999944,9156181,237524.1999999997,0.0,-0.03698896820246589,-0.07990314769975781,False,90420.48999999999,2202256,1444.0,2,1,1,0.1,254.0,False,True
5946,M20805,300.8,310.8,1415,44.5,87,0,0,0,0,0,0,5945,300.7,1465.6,43.14,300.7057458875425,1463.3549817927421,43.227451665841855,300.7,1484.0,38.0,13385.6,1785697.4999999944,9157596,237568.6999999997,0.00033255736614568043,-0.046495956873315314,0.17105263157894735,False,90480.64000000001,2002225,1980.25,2,0,2,0.1,254.0,False,True
5947,L53126,300.7,310.8,1496,46.4,90,0,0,0,0,0,0,5946,300.72,1477.2,42.71999999999999,300.703830591695,1474.236654528495,44.284967777227905,300.8,1415.0,44.5,13952.48,1785998.1999999944,9159092,237615.0999999997,-0.0003324468085107446,0.05724381625441688,0.04269662921348316,False,90420.48999999999,2238016,2152.96,2,1,2,0.1,254.0,True,False
5948,M20807,300.7,310.8,1465,45.2,92,0,0,0,0,0,0,5947,300.71999999999997,1480.2,43.08,300.70255372779667,1471.1577696856634,44.58997851815194,300.7,1496.0,46.4,13591.640000000001,1786298.8999999943,9160557,237660.2999999997,0.0,-0.020721925133689867,-0.025862068965517127,False,90420.48999999999,2146225,2043.0400000000002,2,1,2,0.1,254.0,False,True
5949,L53128,300.7,310.8,2113,18.5,95,0,0,0,0,0,0,5948,300.71999999999997,1594.6,38.519999999999996,300.70170248519776,1685.1051797904424,35.893319012101294,300.7,1465.0,45.2,5562.95,1786599.5999999943,9162670,237678.7999999997,0.0,0.442320819112628,-0.5907079646017699,False,90420.48999999999,4464769,342.25,2,3,0,0.1,254.0,True,False
5950,M20809,300.7,310.8,1506,44.0,97,0,0,0,0,0,0,5949,300.71999999999997,1599.0,39.72,300.70113499013183,1625.4034531936284,38.59554600806753,300.7,2113.0,18.5,13230.8,1786900.2999999942,9164176,237722.7999999997,0.0,-0.2872692853762423,1.3783783783783785,False,90420.48999999999,2268036,1936.0,2,2,2,0.1,254.0,False,True
5951,L53130,300.7,310.8,1689,28.9,100,0,0,0,0,0,0,5950,300.7,1653.8,36.6,300.7007566600879,1646.6023021290857,35.36369733871169,300.7,1506.0,44.0,8690.23,1787200.9999999942,9165865,237751.6999999997,0.0,0.12151394422310746,-0.34318181818181825,False,90420.48999999999,2852721,835.2099999999999,2,3,0,0.1,254.0,True,False
5952,L53131,300.7,310.9,1650,29.4,102,0,0,0,0,0,0,5951,300.7,1684.6,33.2,300.7005044400586,1647.7348680860573,33.37579822580779,300.7,1689.0,28.9,8840.58,1787501.6999999941,9167515,237781.0999999997,0.0,-0.023090586145648295,0.01730103806228378,False,90420.48999999999,2722500,864.3599999999999,2,3,0,0.1,254.0,True,False
5953,L53132,300.7,310.8,1563,33.8,104,0,0,0,0,0,0,5952,300.7,1704.2,30.919999999999998,300.7003362933724,1619.4899120573716,33.5171988172052,300.7,1650.0,29.4,10163.659999999998,1787802.399999994,9169078,237814.89999999967,0.0,-0.052727272727272734,0.14965986394557818,False,90420.48999999999,2442969,1142.4399999999998,2,2,1,0.0,254.0,True,False
5954,M20813,300.7,310.9,1486,38.9,106,0,0,0,0,0,0,5953,300.7,1578.8,35.0,300.7002241955816,1574.9932747049145,35.3114658781368,300.7,1563.0,33.8,11697.23,1788103.099999994,9170564,237853.79999999967,0.0,-0.049264235444657745,0.15088757396449703,False,90420.48999999999,2208196,1513.2099999999998,2,1,1,0.0,254.0,False,True
5955,L53134,300.8,310.9,1732,25.7,109,0,0,0,0,0,0,5954,300.71999999999997,1624.0,31.339999999999996,300.7334827970544,1627.3288498032764,32.10764391875787,300.7,1486.0,38.9,7730.56,1788403.899999994,9172296,237879.49999999968,0.00033255736614568043,0.1655450874831763,-0.3393316195372751,False,90480.64000000001,2999824,660.49,2,3,0,0.0,254.0,True,False
5956,L53135,300.7,310.8,1653,31.6,111,0,0,0,0,0,0,5955,300.71999999999997,1616.8,31.879999999999995,300.72232186470296,1635.885899868851,31.93842927917192,300.8,1732.0,25.7,9502.12,1788704.599999994,9173949,237911.0999999997,-0.0003324468085107446,-0.04561200923787534,0.22957198443579774,False,90420.48999999999,2732409,998.5600000000001,2,3,0,0.0,254.0,True,False
5957,L53136,300.7,310.9,1535,37.1,113,0,0,0,0,0,0,5956,300.72,1593.8,33.42,300.7148812431353,1602.257266579234,33.65895285278128,300.7,1653.0,31.6,11155.97,1789005.299999994,9175484,237948.1999999997,0.0,-0.07138535995160311,0.17405063291139244,False,90420.48999999999,2356225,1376.41,2,2,1,0.0,254.0,True,False
5958,L53137,300.7,310.9,1637,37.2,115,0,0,0,0,0,0,5957,300.71999999999997,1608.6,34.1,300.7099208287569,1613.8381777194895,34.83930190185419,300.7,1535.0,37.1,11186.04,1789305.999999994,9177121,237985.3999999997,0.0,0.06644951140065136,0.0026954177897573484,False,90420.48999999999,2679769,1383.8400000000001,2,3,1,0.0,254.0,True,False
5959,L53138,300.6,310.8,1533,38.5,117,0,0,0,0,0,0,5958,300.7,1618.0,34.019999999999996,300.6732805525046,1586.8921184796598,36.05953460123613,300.7,1637.0,37.2,11573.1,1789606.599999994,9178654,238023.8999999997,-0.0003325573661455694,-0.06353084911423335,0.034946236559139754,False,90360.36000000002,2350089,1482.25,2,2,1,0.0,254.0,True,False
5960,L53139,300.6,310.8,1378,51.2,119,0,0,0,0,0,0,5959,300.66,1547.2,39.120000000000005,300.64885370166974,1517.2614123197732,41.10635640082409,300.6,1533.0,38.5,15390.720000000001,1789907.1999999941,9180032,238075.09999999971,0.0,-0.10110893672537513,0.32987012987012987,False,90360.36000000002,1898884,2621.4400000000005,2,0,3,0.0,254.0,True,False
5961,L53140,300.5,310.7,1606,33.5,121,0,0,0,0,0,0,5960,300.62,1537.8,39.5,300.5992358011132,1546.8409415465155,38.570904267216065,300.6,1378.0,51.2,10066.75,1790207.6999999941,9181638,238108.59999999971,-0.00033266799733877583,0.16545718432510892,-0.345703125,False,90300.25,2579236,1122.25,2,2,1,0.0,254.0,True,False
5962,L53141,300.3,310.7,1539,32.3,123,0,0,0,0,0,0,5961,300.54,1538.6,38.54,300.49949053407545,1544.2272943643438,36.48060284481071,300.5,1606.0,33.5,9699.689999999999,1790507.9999999942,9183177,238140.8999999997,-0.0006655574043260559,-0.0417185554171855,-0.035820895522388096,False,90180.09000000001,2368521,1043.2899999999997,2,2,0,0.0,254.0,True,False
5963,L53142,300.5,310.8,1728,26.3,125,0,0,0,0,0,0,5962,300.5,1556.8,36.36,300.4996603560503,1605.4848629095627,33.08706856320714,300.3,1539.0,32.3,7903.150000000001,1790808.4999999942,9184905,238167.1999999997,0.0006660006660006434,0.12280701754385959,-0.18575851393188847,False,90300.25,2985984,691.69,2,3,0,0.0,254.0,True,False
5964,H35377,300.4,310.7,1656,36.3,127,0,0,0,0,0,0,5963,300.46,1581.4,35.92,300.4664402373669,1622.3232419397086,34.158045708804764,300.5,1728.0,26.3,10904.519999999999,1791108.899999994,9186561,238203.49999999968,-0.0003327787021630835,-0.04166666666666663,0.3802281368821292,False,90240.15999999999,2742336,1317.6899999999998,2,3,1,0.0,254.0,False,False
5965,H35378,300.5,310.8,1631,30.5,132,0,0,0,0,0,0,5964,300.43999999999994,1632.0,31.779999999999994,300.4776268249113,1625.2154946264727,32.93869713920318,300.4,1656.0,36.3,9165.25,1791409.399999994,9188192,238233.99999999968,0.0003328894806924332,-0.015096618357487879,-0.15977961432506882,False,90300.25,2660161,930.25,2,3,0,0.0,254.0,False,False
5966,H35379,300.5,310.9,1447,46.5,137,0,0,0,0,0,0,5965,300.43999999999994,1600.2,34.379999999999995,300.4850845499409,1565.810329750982,37.45913142613546,300.5,1631.0,30.5,13973.25,1791709.899999994,9189639,238280.49999999968,0.0,-0.11281422440220723,0.5245901639344261,False,90300.25,2093809,2162.25,2,1,2,0.0,254.0,False,False
5967,L53146,300.4,310.8,1396,49.3,142,0,0,0,0,0,0,5966,300.46,1571.6,37.779999999999994,300.45672303329394,1509.2068865006547,41.40608761742364,300.5,1447.0,46.5,14809.719999999998,1792010.299999994,9191035,238329.79999999967,-0.0003327787021630835,-0.03524533517622663,0.06021505376344072,False,90240.15999999999,1948816,2430.49,2,0,3,0.0,254.0,True,False
5968,L53147,300.4,310.8,1390,52.5,144,0,0,0,0,0,0,5967,300.43999999999994,1504.0,43.019999999999996,300.4378153555293,1469.4712576671031,45.10405841161576,300.4,1396.0,49.3,15770.999999999998,1792310.699999994,9192425,238382.29999999967,0.0,-0.004297994269340966,0.06490872210953347,False,90240.15999999999,1932100,2756.25,2,0,3,0.0,254.0,True,False
5969,L53148,300.4,310.8,1348,56.0,146,0,0,0,0,0,0,5968,300.44,1442.4,46.96,300.42521023701954,1428.9808384447356,48.736038941077176,300.4,1390.0,52.5,16822.399999999998,1792611.0999999938,9193773,238438.29999999967,0.0,-0.030215827338129442,0.06666666666666665,False,90240.15999999999,1817104,3136.0,2,0,3,0.0,254.0,True,False
5970,M20829,300.4,310.8,1491,35.9,148,0,0,0,0,0,0,5969,300.41999999999996,1414.4,48.040000000000006,300.4168068246797,1449.6538922964905,44.45735929405146,300.4,1348.0,56.0,10784.359999999999,1792911.4999999937,9195264,238474.19999999966,0.0,0.10608308605341255,-0.3589285714285715,False,90240.15999999999,2223081,1288.81,2,1,1,0.0,254.0,False,True
5971,L53150,300.4,310.8,1520,37.6,151,0,0,0,0,0,0,5970,300.4,1429.0,46.26,300.4112045497865,1473.102594864327,42.17157286270098,300.4,1491.0,35.9,11295.039999999999,1793211.8999999936,9196784,238511.79999999967,0.0,0.019450033534540667,0.047353760445682624,False,90240.15999999999,2310400,1413.7600000000002,2,2,1,0.0,254.0,True,False
5972,L53151,300.5,310.8,1509,33.0,153,0,0,0,0,0,0,5971,300.41999999999996,1451.6,43.0,300.440803033191,1485.0683965762182,39.11438190846732,300.4,1520.0,37.6,9916.5,1793512.3999999936,9198293,238544.79999999967,0.0003328894806924332,-0.007236842105263208,-0.12234042553191493,False,90300.25,2277081,1089.0,2,2,0,0.0,254.0,True,False
5973,L53152,300.5,310.8,1445,46.6,155,0,0,0,0,0,0,5972,300.44,1462.6,41.82,300.4605353554607,1471.7122643841456,41.609587938978216,300.5,1509.0,33.0,14003.300000000001,1793812.8999999936,9199738,238591.39999999967,0.0,-0.042412193505632856,0.4121212121212121,False,90300.25,2088025,2171.56,2,1,2,0.0,254.0,True,False
5974,L53153,300.5,310.8,1354,51.8,157,0,0,0,0,0,0,5973,300.46,1463.8,40.980000000000004,300.4736902369738,1432.4748429227639,45.00639195931881,300.5,1445.0,46.6,15565.9,1794113.3999999936,9201092,238643.19999999966,0.0,-0.06297577854671277,0.11158798283261784,False,90300.25,1833316,2683.24,2,0,3,0.0,254.0,True,False
5975,L53154,300.5,310.7,1488,39.4,159,0,0,0,0,0,0,5974,300.48,1463.2,41.67999999999999,300.4824601579826,1450.983228615176,43.13759463954588,300.5,1354.0,51.8,11839.699999999999,1794413.8999999936,9202580,238682.59999999966,0.0,0.09896602658788778,-0.23938223938223935,False,90300.25,2214144,1552.36,2,1,1,0.0,254.0,True,False
5976,H35389,300.5,310.7,1654,28.6,161,0,0,0,0,0,0,5975,300.5,1490.0,39.88,300.4883067719884,1518.6554857434508,38.291729759697255,300.5,1488.0,39.4,8594.300000000001,1794714.3999999936,9204234,238711.19999999966,0.0,0.11155913978494625,-0.2741116751269035,False,90300.25,2735716,817.96,2,3,0,0.0,254.0,False,False
5977,H35390,300.5,310.6,1378,51.5,166,0,0,0,0,0,0,5976,300.5,1463.8,43.58,300.49220451465897,1471.7703238289673,42.69448650646484,300.5,1654.0,28.6,15475.75,1795014.8999999936,9205612,238762.69999999966,0.0,-0.16686819830713417,0.8006993006993006,False,90300.25,1898884,2652.25,2,0,3,0.0,254.0,False,False
5978,L53157,300.6,310.7,1750,30.6,171,0,0,0,0,0,0,5977,300.52,1524.8,40.38,300.528136343106,1564.5135492193117,38.6629910043099,300.5,1378.0,51.5,9198.36,1795315.4999999937,9207362,238793.29999999967,0.0003327787021631945,0.26995645863570394,-0.40582524271844655,False,90360.36000000002,3062500,936.3600000000001,2,3,0,0.0,254.0,True,False
5979,L53158,300.5,310.6,1448,46.3,173,0,0,0,0,0,0,5978,300.52,1543.6,39.279999999999994,300.5187575620707,1525.6756994795414,41.20866066953994,300.6,1750.0,30.6,13913.15,1795615.9999999937,9208810,238839.59999999966,-0.00033266799733877583,-0.1725714285714286,0.5130718954248363,False,90300.25,2096704,2143.6899999999996,2,1,2,0.0,254.0,True,False
5980,H35393,300.6,310.7,1501,45.3,175,0,0,0,0,0,0,5979,300.54,1546.2,40.46,300.5458383747138,1517.4504663196944,42.57244044635996,300.5,1448.0,46.3,13617.18,1795916.5999999938,9210311,238884.89999999964,0.0003327787021631945,0.036602209944751385,-0.021598272138228958,False,90360.36000000002,2253001,2052.0899999999997,2,1,2,0.0,254.0,False,False
5981,M20840,300.6,310.7,1654,32.0,180,0,0,0,0,0,0,5980,300.56,1546.2,41.14,300.5638922498092,1562.966977546463,39.04829363090664,300.6,1501.0,45.3,9619.2,1796217.199999994,9211965,238916.89999999964,0.0,0.10193204530313116,-0.29359823399558493,False,90360.36000000002,2735716,1024.0,2,3,0,0.0,254.0,False,True
5982,M20841,300.7,310.7,1347,46.5,183,0,0,0,0,0,0,5981,300.6,1540.0,40.14,300.6092614998728,1490.9779850309756,41.53219575393776,300.6,1654.0,32.0,13982.55,1796517.8999999939,9213312,238963.39999999964,0.0003326679973385538,-0.18561064087061674,0.453125,False,90420.48999999999,1814409,2162.25,2,0,2,0.0,254.0,False,True
5983,L53162,300.7,310.8,1486,37.1,186,0,0,0,0,0,0,5982,300.62,1487.2,41.44,300.63950766658184,1489.3186566873171,40.054797169291845,300.7,1347.0,46.5,11155.97,1796818.5999999938,9214798,239000.49999999965,0.0,0.10319227913882711,-0.2021505376344086,False,90420.48999999999,2208196,1376.41,2,1,1,0.0,254.0,True,False
5984,H35397,300.8,310.8,1466,45.2,188,0,0,0,0,0,0,5983,300.68,1490.8,41.22,300.69300511105456,1481.5457711248782,41.7698647795279,300.7,1486.0,37.1,13596.160000000002,1797119.3999999939,9216264,239045.69999999966,0.00033255736614568043,-0.013458950201884257,0.21832884097035032,False,90480.64000000001,2149156,2043.0400000000002,2,1,2,0.0,254.0,False,False
5985,H35398,300.7,310.8,1346,52.0,193,0,0,0,0,0,0,5984,300.7,1459.8,42.56,300.69533674070306,1436.3638474165855,45.1799098530186,300.8,1466.0,45.2,15636.4,1797420.0999999938,9217610,239097.69999999966,-0.0003324468085107446,-0.08185538881309684,0.1504424778761062,False,90420.48999999999,1811716,2704.0,2,0,3,0.0,254.0,False,False
5986,L53165,300.7,310.7,1314,42.4,198,0,0,0,0,0,0,5985,300.71999999999997,1391.8,44.64,300.6968911604687,1395.5758982777238,44.25327323534574,300.7,1346.0,52.0,12749.679999999998,1797720.7999999938,9218924,239140.09999999966,0.0,-0.02377414561664193,-0.18461538461538463,False,90420.48999999999,1726596,1797.76,2,0,2,0.0,254.0,True,False
5987,L53166,300.6,310.7,1440,52.5,200,0,0,0,0,0,0,5986,300.7,1410.4,45.839999999999996,300.66459410697917,1410.3839321851492,47.00218215689716,300.7,1314.0,42.4,15781.500000000002,1798021.3999999939,9220364,239192.59999999966,-0.0003325573661455694,0.09589041095890405,0.2382075471698113,False,90360.36000000002,2073600,2756.25,2,1,3,0.0,254.0,True,False
5988,L53167,300.7,310.8,1608,39.5,202,0,0,0,0,0,0,5987,300.7,1434.8,46.32000000000001,300.67639607131946,1476.2559547900996,44.501454771264775,300.6,1440.0,52.5,11877.65,1798322.0999999938,9221972,239232.09999999966,0.0003326679973385538,0.1166666666666667,-0.24761904761904763,False,90420.48999999999,2585664,1560.25,2,2,1,0.0,254.0,True,False
5989,H35402,300.7,310.8,1296,58.2,204,0,0,0,0,0,0,5988,300.68,1400.8,48.92,300.6842640475463,1416.1706365267332,49.06763651417652,300.7,1608.0,39.5,17500.74,1798622.7999999938,9223268,239290.29999999967,0.0,-0.19402985074626866,0.4734177215189874,False,90420.48999999999,1679616,3387.2400000000002,2,0,3,0.0,254.0,False,False
5990,L53169,300.7,310.7,1507,46.1,209,0,0,0,0,0,0,5989,300.67999999999995,1433.0,47.739999999999995,300.68950936503086,1446.4470910178222,48.07842434278435,300.7,1296.0,58.2,13862.27,1798923.4999999937,9224775,239336.39999999967,0.0,0.16280864197530853,-0.20790378006872856,False,90420.48999999999,2271049,2125.21,2,2,2,0.0,254.0,True,False
5991,M20850,300.7,310.7,1343,51.6,211,0,0,0,0,0,0,5990,300.67999999999995,1438.8,49.580000000000005,300.6930062433539,1411.964727345215,49.252282895189566,300.7,1507.0,46.1,15516.119999999999,1799224.1999999937,9226118,239387.99999999968,0.0,-0.10882548108825485,0.1193058568329719,False,90420.48999999999,1803649,2662.56,2,0,3,0.0,254.0,False,True
5992,L53171,300.7,310.7,1416,40.4,214,0,0,0,0,0,0,5991,300.7,1434.0,47.160000000000004,300.6953374955693,1413.3098182301433,46.301521930126384,300.7,1343.0,51.6,12148.279999999999,1799524.8999999936,9227534,239428.39999999967,0.0,0.054355919583022994,-0.21705426356589153,False,90420.48999999999,2005056,1632.1599999999999,2,0,2,0.0,254.0,True,False
5993,L53172,300.7,310.6,1288,47.2,216,0,0,0,0,0,0,5992,300.7,1370.0,48.7,300.69689166371285,1371.5398788200955,46.60101462008426,300.7,1416.0,40.4,14193.04,1799825.5999999936,9228822,239475.5999999997,0.0,-0.09039548022598876,0.16831683168316847,False,90420.48999999999,1658944,2227.84,2,0,3,0.0,254.0,True,False
5994,M20853,300.7,310.6,1407,42.4,218,0,0,0,0,0,0,5993,300.7,1392.2,45.54,300.6979277758086,1383.359919213397,45.20067641338951,300.7,1288.0,47.2,12749.679999999998,1800126.2999999935,9230229,239517.99999999968,0.0,0.09239130434782616,-0.10169491525423735,False,90420.48999999999,1979649,1797.76,2,0,2,0.0,254.0,False,True
5995,L53174,300.6,310.4,1608,39.2,221,0,0,0,0,0,0,5994,300.68,1412.4,44.160000000000004,300.6652851838724,1458.2399461422647,43.20045094225968,300.7,1407.0,42.4,11783.520000000002,1800426.8999999936,9231837,239557.1999999997,-0.0003325573661455694,0.1428571428571428,-0.07547169811320742,False,90360.36000000002,2585664,1536.6400000000003,2,2,1,0.0,254.0,True,False
5996,L53175,300.6,310.3,1920,22.3,223,0,0,0,0,0,0,5995,300.65999999999997,1527.8,38.3,300.643523455915,1612.1599640948432,36.233633961506456,300.6,1608.0,39.2,6703.380000000001,1800727.4999999937,9233757,239579.49999999968,0.0,0.19402985074626855,-0.43112244897959184,False,90360.36000000002,3686400,497.29,2,3,0,0.0,254.0,True,False
5997,M20856,300.5,310.2,1386,48.2,225,0,0,0,0,0,0,5996,300.62,1521.8,39.86,300.59568230394336,1536.7733093965624,40.22242264100431,300.6,1920.0,22.3,14484.1,1801027.9999999937,9235143,239627.6999999997,-0.00033266799733877583,-0.27812499999999996,1.1614349775784754,False,90300.25,1920996,2323.2400000000002,2,0,3,0.0,254.0,False,True
5998,M20857,300.5,310.2,1571,34.6,228,0,0,0,0,0,0,5997,300.58000000000004,1578.4,37.339999999999996,300.5637882026289,1548.182206264375,38.34828176066954,300.5,1386.0,48.2,10397.300000000001,1801328.4999999937,9236714,239662.2999999997,0.0,0.13347763347763353,-0.2821576763485477,False,90300.25,2468041,1197.16,2,2,1,0.0,254.0,False,True
5999,M20858,300.4,310.2,1613,36.9,231,0,0,0,0,0,0,5998,300.52000000000004,1619.6,36.24,300.509192135086,1569.7881375095835,37.8655211737797,300.5,1571.0,34.6,11084.759999999998,1801628.8999999936,9238327,239699.1999999997,-0.0003327787021630835,0.026734563971992253,0.06647398843930619,False,90240.15999999999,2601769,1361.61,2,3,1,0.0,254.0,False,True
6000,M20859,300.4,310.2,1671,30.5,234,1,1,0,0,0,0,5999,300.47999999999996,1632.2,34.5,300.472794756724,1603.5254250063892,35.41034744918647,300.4,1613.0,36.9,9162.199999999999,1801929.2999999935,9239998,239729.6999999997,0.0,0.035957842529448225,-0.17344173441734412,False,90240.15999999999,2792241,930.25,2,3,0,0.0,254.0,False,True
6001,H35414,300.4,310.2,1431,43.2,0,0,0,0,0,0,0,6000,300.44,1534.4,38.67999999999999,300.448529837816,1546.0169500042596,38.006898299457646,300.4,1671.0,30.5,12977.28,1802229.6999999934,9241429,239772.8999999997,0.0,-0.14362657091561937,0.41639344262295097,False,90240.15999999999,2047761,1866.2400000000002,2,1,2,0.1,255.0,False,False
6002,M20861,300.4,310.2,1380,47.3,5,0,0,0,0,0,0,6001,300.41999999999996,1533.2,38.5,300.4323532252107,1490.6779666695065,41.104598866305096,300.4,1431.0,43.2,14208.919999999998,1802530.0999999933,9242809,239820.1999999997,0.0,-0.03563941299790352,0.09490740740740722,False,90240.15999999999,1904400,2237.2899999999995,2,0,3,0.1,255.0,False,True
6003,L53182,300.5,310.3,1683,31.5,8,0,0,0,0,0,0,6002,300.41999999999996,1555.6,37.88,300.45490215014047,1554.7853111130044,37.90306591087007,300.4,1380.0,47.3,9465.75,1802830.5999999933,9244492,239851.6999999997,0.0003328894806924332,0.2195652173913043,-0.33403805496828753,False,90300.25,2832489,992.25,2,3,0,0.1,255.0,True,False
6004,L53183,300.4,310.2,1529,36.2,10,0,0,0,0,0,0,6003,300.41999999999996,1538.8,37.739999999999995,300.436601433427,1546.1902074086697,37.33537727391338,300.5,1683.0,31.5,10874.48,1803130.9999999932,9246021,239887.8999999997,-0.0003327787021630835,-0.09150326797385622,0.14920634920634934,False,90240.15999999999,2337841,1310.4400000000003,2,2,1,0.1,255.0,True,False
6005,L53184,300.5,310.4,1761,26.5,12,0,0,0,0,0,0,6004,300.44,1556.8,36.94,300.4577342889513,1617.79347160578,33.72358484927559,300.4,1529.0,36.2,7963.25,1803431.4999999932,9247782,239914.3999999997,0.0003328894806924332,0.15173315892740358,-0.2679558011049724,False,90300.25,3101121,702.25,2,3,0,0.1,255.0,True,False
6006,L53185,300.6,310.5,1570,38.3,14,0,0,0,0,0,0,6005,300.47999999999996,1584.6,35.96,300.5051561926342,1601.8623144038534,35.249056566183725,300.5,1761.0,26.5,11512.98,1803732.0999999933,9249352,239952.6999999997,0.0003327787021631945,-0.10846110164679157,0.44528301886792443,False,90360.36000000002,2464900,1466.8899999999999,2,2,1,0.1,255.0,True,False
6007,M20866,300.6,310.5,2156,18.0,16,0,0,0,0,0,0,6006,300.52000000000004,1739.8,30.1,300.5367707950895,1786.5748762692356,29.499371044122487,300.6,1570.0,38.3,5410.8,1804032.6999999934,9251508,239970.6999999997,0.0,0.373248407643312,-0.5300261096605744,False,90360.36000000002,4648336,324.0,2,3,0,0.1,255.0,False,True
6008,M20867,300.7,310.6,1349,54.5,19,0,0,0,0,0,0,6007,300.56000000000006,1673.0,34.7,300.59118053005966,1640.7165841794904,37.832914029414994,300.6,2156.0,18.0,16388.149999999998,1804333.3999999934,9252857,240025.1999999997,0.0003326679973385538,-0.37430426716140996,2.0277777777777777,False,90420.48999999999,1819801,2970.25,2,0,3,0.1,255.0,False,True
6009,L53188,300.7,310.7,1431,39.3,22,0,0,0,0,0,0,6008,300.62,1653.4,35.32000000000001,300.6274536867064,1570.8110561196604,38.321942686276664,300.7,1349.0,54.5,11817.509999999998,1804634.0999999933,9254288,240064.49999999968,0.0,0.06078576723498896,-0.27889908256880735,False,90420.48999999999,2047761,1544.4899999999998,2,1,1,0.1,255.0,True,False
6010,L53189,300.6,310.6,1931,22.0,24,0,0,0,0,0,0,6009,300.64,1687.4,34.42,300.6183024578043,1690.874037413107,32.88129512418445,300.7,1431.0,39.3,6613.200000000001,1804934.6999999934,9256219,240086.49999999968,-0.0003325573661455694,0.3494060097833682,-0.4402035623409669,False,90360.36000000002,3728761,484.0,2,3,0,0.1,255.0,True,False
